ZEIT;RAUM;Reason;WERT
2019;51 Gievenbeck;Relocation gain or loss;-385
2019;52 Sentrup;Relocation gain or loss;-53
2019;54 Mecklenbeck;Relocation gain or loss;166
2019;56 Albachten;Relocation gain or loss;-15
2019;57 Roxel;Relocation gain or loss;81
2019;58 Nienberge;Relocation gain or loss;7
2019;61 Coerde;Relocation gain or loss;59
2019;62 Kinderhaus-Ost;Relocation gain or loss;39
2019;63 Kinderhaus-West;Relocation gain or loss;21
2019;68 Sprakel;Relocation gain or loss;95
2019;71 Mauritz-Ost;Relocation gain or loss;0
2019;76 Gelmer-Dyckburg;Relocation gain or loss;-7
2019;77 Handorf;Relocation gain or loss;65
2019;81 Gremmendorf-West;Relocation gain or loss;-92
2019;82 Gremmendorf-Ost;Relocation gain or loss;-22
2019;86 Angelmodde;Relocation gain or loss;12
2019;87 Wolbeck;Relocation gain or loss;141
2019;91 Berg Fidel;Relocation gain or loss;7
2019;95 Hiltrup-Ost;Relocation gain or loss;31
2019;96 Hiltrup-Mitte;Relocation gain or loss;58
2019;97 Hiltrup-West;Relocation gain or loss;9
2019;98 Amelsbueren;Relocation gain or loss;26
2020;11 Aegidii;Relocation gain or loss;9
2020;12 ueberwasser;Relocation gain or loss;-7
2020;13 Dom;Relocation gain or loss;-27
2020;14 Buddenturm;Relocation gain or loss;-47
2020;15 Martini;Relocation gain or loss;-12
2020;21 Pluggendorf;Relocation gain or loss;-2
2020;22 Josef;Relocation gain or loss;-206
2020;23 Bahnhof;Relocation gain or loss;-39
2020;24 Hansaplatz;Relocation gain or loss;-67
2020;25 Mauritz-West;Relocation gain or loss;-42
2020;26 Schlachthof;Relocation gain or loss;-67
2020;27 Kreuz;Relocation gain or loss;-131
2020;28 Neutor;Relocation gain or loss;-86
2020;29 Schloss;Relocation gain or loss;-34
2020;31 Aaseestadt;Relocation gain or loss;-11
2020;32 Geist;Relocation gain or loss;-117
2020;33 Schuetzenhof;Relocation gain or loss;-128
2020;34 Dueesberg;Relocation gain or loss;36
2020;43 Hafen;Relocation gain or loss;-39
2020;44 Herz-Jesu;Relocation gain or loss;61
2020;45 Mauritz-Mitte;Relocation gain or loss;-44
2020;46 Rumphorst;Relocation gain or loss;253
2020;47 Uppenberg;Relocation gain or loss;-81
2020;51 Gievenbeck;Relocation gain or loss;-273
2020;52 Sentrup;Relocation gain or loss;-39
2020;54 Mecklenbeck;Relocation gain or loss;457
2020;56 Albachten;Relocation gain or loss;-9
2020;57 Roxel;Relocation gain or loss;54
2020;58 Nienberge;Relocation gain or loss;-26
2020;61 Coerde;Relocation gain or loss;-22
2020;62 Kinderhaus-Ost;Relocation gain or loss;113
2020;63 Kinderhaus-West;Relocation gain or loss;-5
2020;68 Sprakel;Relocation gain or loss;25
2020;71 Mauritz-Ost;Relocation gain or loss;34
2020;76 Gelmer-Dyckburg;Relocation gain or loss;27
2020;77 Handorf;Relocation gain or loss;38
2020;81 Gremmendorf-West;Relocation gain or loss;-73
2020;82 Gremmendorf-Ost;Relocation gain or loss;14
2020;86 Angelmodde;Relocation gain or loss;59
2020;87 Wolbeck;Relocation gain or loss;194
2020;91 Berg Fidel;Relocation gain or loss;-39
2020;95 Hiltrup-Ost;Relocation gain or loss;48
2020;96 Hiltrup-Mitte;Relocation gain or loss;36
2020;97 Hiltrup-West;Relocation gain or loss;76
2020;98 Amelsbueren;Relocation gain or loss;139
2004;11 Aegidii;Gain on moving in or loss on moving out;-10
2004;12 ueberwasser;Gain on moving in or loss on moving out;-29
2004;13 Dom;Gain on moving in or loss on moving out;-17
2004;14 Buddenturm;Gain on moving in or loss on moving out;-17
2004;15 Martini;Gain on moving in or loss on moving out;-6
2004;21 Pluggendorf;Gain on moving in or loss on moving out;42
2004;22 Josef;Gain on moving in or loss on moving out;172
2004;23 Bahnhof;Gain on moving in or loss on moving out;8
2004;24 Hansaplatz;Gain on moving in or loss on moving out;-66
2004;25 Mauritz-West;Gain on moving in or loss on moving out;-75
2004;26 Schlachthof;Gain on moving in or loss on moving out;-48
2004;27 Kreuz;Gain on moving in or loss on moving out;-215
2004;28 Neutor;Gain on moving in or loss on moving out;-56
2004;29 Schloss;Gain on moving in or loss on moving out;46
2004;31 Aaseestadt;Gain on moving in or loss on moving out;-49
2004;32 Geist;Gain on moving in or loss on moving out;31
2004;33 Schuetzenhof;Gain on moving in or loss on moving out;26
2004;34 Dueesberg;Gain on moving in or loss on moving out;-12
2004;43 Hafen;Gain on moving in or loss on moving out;16
2004;44 Herz-Jesu;Gain on moving in or loss on moving out;10
2004;45 Mauritz-Mitte;Gain on moving in or loss on moving out;-31
2004;46 Rumphorst;Gain on moving in or loss on moving out;-4
2004;47 Uppenberg;Gain on moving in or loss on moving out;-40
2004;51 Gievenbeck;Gain on moving in or loss on moving out;369
2004;52 Sentrup;Gain on moving in or loss on moving out;202
2004;54 Mecklenbeck;Gain on moving in or loss on moving out;89
2004;56 Albachten;Gain on moving in or loss on moving out;164
2004;57 Roxel;Gain on moving in or loss on moving out;-46
2004;58 Nienberge;Gain on moving in or loss on moving out;47
2004;61 Coerde;Gain on moving in or loss on moving out;83
2004;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-10
2004;63 Kinderhaus-West;Gain on moving in or loss on moving out;81
2004;68 Sprakel;Gain on moving in or loss on moving out;-15
2004;71 Mauritz-Ost;Gain on moving in or loss on moving out;-22
2004;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;-29
2004;77 Handorf;Gain on moving in or loss on moving out;-22
2004;81 Gremmendorf-West;Gain on moving in or loss on moving out;4
2004;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;-39
2004;86 Angelmodde;Gain on moving in or loss on moving out;34
2004;87 Wolbeck;Gain on moving in or loss on moving out;59
2004;91 Berg Fidel;Gain on moving in or loss on moving out;10
2004;95 Hiltrup-Ost;Gain on moving in or loss on moving out;10
2004;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;59
2004;97 Hiltrup-West;Gain on moving in or loss on moving out;20
2004;98 Amelsbueren;Gain on moving in or loss on moving out;23
2005;11 Aegidii;Gain on moving in or loss on moving out;5
2005;12 ueberwasser;Gain on moving in or loss on moving out;27
2005;13 Dom;Gain on moving in or loss on moving out;60
2005;14 Buddenturm;Gain on moving in or loss on moving out;57
2005;15 Martini;Gain on moving in or loss on moving out;11
2005;21 Pluggendorf;Gain on moving in or loss on moving out;112
2005;22 Josef;Gain on moving in or loss on moving out;87
2005;23 Bahnhof;Gain on moving in or loss on moving out;44
2005;24 Hansaplatz;Gain on moving in or loss on moving out;79
2005;25 Mauritz-West;Gain on moving in or loss on moving out;53
2005;26 Schlachthof;Gain on moving in or loss on moving out;40
2005;27 Kreuz;Gain on moving in or loss on moving out;-15
2005;28 Neutor;Gain on moving in or loss on moving out;189
2005;29 Schloss;Gain on moving in or loss on moving out;51
2005;31 Aaseestadt;Gain on moving in or loss on moving out;52
2005;32 Geist;Gain on moving in or loss on moving out;68
2005;33 Schuetzenhof;Gain on moving in or loss on moving out;139
2005;34 Dueesberg;Gain on moving in or loss on moving out;32
2005;43 Hafen;Gain on moving in or loss on moving out;4
2005;44 Herz-Jesu;Gain on moving in or loss on moving out;38
2005;45 Mauritz-Mitte;Gain on moving in or loss on moving out;21
2005;46 Rumphorst;Gain on moving in or loss on moving out;-1
2005;47 Uppenberg;Gain on moving in or loss on moving out;60
2005;51 Gievenbeck;Gain on moving in or loss on moving out;663
2005;52 Sentrup;Gain on moving in or loss on moving out;136
2005;54 Mecklenbeck;Gain on moving in or loss on moving out;145
2005;56 Albachten;Gain on moving in or loss on moving out;82
2005;57 Roxel;Gain on moving in or loss on moving out;52
2005;58 Nienberge;Gain on moving in or loss on moving out;19
2005;61 Coerde;Gain on moving in or loss on moving out;12
2005;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;26
2005;63 Kinderhaus-West;Gain on moving in or loss on moving out;74
2005;68 Sprakel;Gain on moving in or loss on moving out;-28
2005;71 Mauritz-Ost;Gain on moving in or loss on moving out;-26
2005;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;12
2005;77 Handorf;Gain on moving in or loss on moving out;-1
2005;81 Gremmendorf-West;Gain on moving in or loss on moving out;-9
2005;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;47
2005;86 Angelmodde;Gain on moving in or loss on moving out;-2
2005;87 Wolbeck;Gain on moving in or loss on moving out;-54
2005;91 Berg Fidel;Gain on moving in or loss on moving out;20
2005;95 Hiltrup-Ost;Gain on moving in or loss on moving out;65
2005;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;-17
2005;97 Hiltrup-West;Gain on moving in or loss on moving out;19
2005;98 Amelsbueren;Gain on moving in or loss on moving out;33
2006;11 Aegidii;Gain on moving in or loss on moving out;45
2006;12 ueberwasser;Gain on moving in or loss on moving out;27
2006;13 Dom;Gain on moving in or loss on moving out;48
2006;14 Buddenturm;Gain on moving in or loss on moving out;57
2006;15 Martini;Gain on moving in or loss on moving out;7
2006;21 Pluggendorf;Gain on moving in or loss on moving out;27
2006;22 Josef;Gain on moving in or loss on moving out;31
2006;23 Bahnhof;Gain on moving in or loss on moving out;60
2006;24 Hansaplatz;Gain on moving in or loss on moving out;68
2006;25 Mauritz-West;Gain on moving in or loss on moving out;78
2006;26 Schlachthof;Gain on moving in or loss on moving out;43
2006;27 Kreuz;Gain on moving in or loss on moving out;112
2006;28 Neutor;Gain on moving in or loss on moving out;128
2006;29 Schloss;Gain on moving in or loss on moving out;95
2006;31 Aaseestadt;Gain on moving in or loss on moving out;52
2006;32 Geist;Gain on moving in or loss on moving out;96
2006;33 Schuetzenhof;Gain on moving in or loss on moving out;154
2006;34 Dueesberg;Gain on moving in or loss on moving out;39
2006;43 Hafen;Gain on moving in or loss on moving out;25
2006;44 Herz-Jesu;Gain on moving in or loss on moving out;85
2006;45 Mauritz-Mitte;Gain on moving in or loss on moving out;103
2006;46 Rumphorst;Gain on moving in or loss on moving out;62
2006;47 Uppenberg;Gain on moving in or loss on moving out;100
2006;51 Gievenbeck;Gain on moving in or loss on moving out;518
2006;52 Sentrup;Gain on moving in or loss on moving out;295
2006;54 Mecklenbeck;Gain on moving in or loss on moving out;107
2006;56 Albachten;Gain on moving in or loss on moving out;4
2006;57 Roxel;Gain on moving in or loss on moving out;31
2006;58 Nienberge;Gain on moving in or loss on moving out;83
2006;61 Coerde;Gain on moving in or loss on moving out;105
2006;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-7
2006;63 Kinderhaus-West;Gain on moving in or loss on moving out;78
2006;68 Sprakel;Gain on moving in or loss on moving out;48
2006;71 Mauritz-Ost;Gain on moving in or loss on moving out;33
2006;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;24
2006;77 Handorf;Gain on moving in or loss on moving out;-39
2006;81 Gremmendorf-West;Gain on moving in or loss on moving out;2
2006;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;65
2006;86 Angelmodde;Gain on moving in or loss on moving out;61
2006;87 Wolbeck;Gain on moving in or loss on moving out;-4
2006;91 Berg Fidel;Gain on moving in or loss on moving out;108
2006;95 Hiltrup-Ost;Gain on moving in or loss on moving out;26
2006;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;38
2006;97 Hiltrup-West;Gain on moving in or loss on moving out;-36
2006;98 Amelsbueren;Gain on moving in or loss on moving out;-3
2007;11 Aegidii;Gain on moving in or loss on moving out;-22
2007;12 ueberwasser;Gain on moving in or loss on moving out;43
2007;13 Dom;Gain on moving in or loss on moving out;13
2007;14 Buddenturm;Gain on moving in or loss on moving out;13
2007;15 Martini;Gain on moving in or loss on moving out;12
2007;21 Pluggendorf;Gain on moving in or loss on moving out;34
2007;22 Josef;Gain on moving in or loss on moving out;23
2007;23 Bahnhof;Gain on moving in or loss on moving out;33
2007;24 Hansaplatz;Gain on moving in or loss on moving out;41
2007;25 Mauritz-West;Gain on moving in or loss on moving out;-17
2007;26 Schlachthof;Gain on moving in or loss on moving out;0
2007;27 Kreuz;Gain on moving in or loss on moving out;62
2007;28 Neutor;Gain on moving in or loss on moving out;203
2007;29 Schloss;Gain on moving in or loss on moving out;-23
2007;31 Aaseestadt;Gain on moving in or loss on moving out;14
2007;32 Geist;Gain on moving in or loss on moving out;-4
2007;33 Schuetzenhof;Gain on moving in or loss on moving out;44
2007;34 Dueesberg;Gain on moving in or loss on moving out;-5
2007;43 Hafen;Gain on moving in or loss on moving out;17
2007;44 Herz-Jesu;Gain on moving in or loss on moving out;107
2007;45 Mauritz-Mitte;Gain on moving in or loss on moving out;56
2007;46 Rumphorst;Gain on moving in or loss on moving out;-64
2007;47 Uppenberg;Gain on moving in or loss on moving out;22
2007;51 Gievenbeck;Gain on moving in or loss on moving out;421
2007;52 Sentrup;Gain on moving in or loss on moving out;202
2007;54 Mecklenbeck;Gain on moving in or loss on moving out;80
2007;56 Albachten;Gain on moving in or loss on moving out;20
2007;57 Roxel;Gain on moving in or loss on moving out;-21
2007;58 Nienberge;Gain on moving in or loss on moving out;-15
2007;61 Coerde;Gain on moving in or loss on moving out;32
2007;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-14
2007;63 Kinderhaus-West;Gain on moving in or loss on moving out;60
2007;68 Sprakel;Gain on moving in or loss on moving out;-30
2007;71 Mauritz-Ost;Gain on moving in or loss on moving out;61
2007;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;-4
2007;77 Handorf;Gain on moving in or loss on moving out;-8
2007;81 Gremmendorf-West;Gain on moving in or loss on moving out;-64
2007;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;27
2007;86 Angelmodde;Gain on moving in or loss on moving out;21
2007;87 Wolbeck;Gain on moving in or loss on moving out;-83
2007;91 Berg Fidel;Gain on moving in or loss on moving out;36
2007;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-1
2007;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;0
2007;97 Hiltrup-West;Gain on moving in or loss on moving out;-11
2007;98 Amelsbueren;Gain on moving in or loss on moving out;-35
2008;11 Aegidii;Gain on moving in or loss on moving out;35
2008;12 ueberwasser;Gain on moving in or loss on moving out;17
2008;13 Dom;Gain on moving in or loss on moving out;63
2008;14 Buddenturm;Gain on moving in or loss on moving out;34
2008;15 Martini;Gain on moving in or loss on moving out;23
2008;21 Pluggendorf;Gain on moving in or loss on moving out;191
2008;22 Josef;Gain on moving in or loss on moving out;40
2008;23 Bahnhof;Gain on moving in or loss on moving out;45
2008;24 Hansaplatz;Gain on moving in or loss on moving out;49
2008;25 Mauritz-West;Gain on moving in or loss on moving out;-23
2008;26 Schlachthof;Gain on moving in or loss on moving out;38
2008;27 Kreuz;Gain on moving in or loss on moving out;19
2008;28 Neutor;Gain on moving in or loss on moving out;120
2008;29 Schloss;Gain on moving in or loss on moving out;30
2008;31 Aaseestadt;Gain on moving in or loss on moving out;39
2008;32 Geist;Gain on moving in or loss on moving out;1
2008;33 Schuetzenhof;Gain on moving in or loss on moving out;-56
2008;34 Dueesberg;Gain on moving in or loss on moving out;12
2008;43 Hafen;Gain on moving in or loss on moving out;3
2008;44 Herz-Jesu;Gain on moving in or loss on moving out;41
2008;45 Mauritz-Mitte;Gain on moving in or loss on moving out;61
2008;46 Rumphorst;Gain on moving in or loss on moving out;20
2008;47 Uppenberg;Gain on moving in or loss on moving out;127
2008;51 Gievenbeck;Gain on moving in or loss on moving out;228
2008;52 Sentrup;Gain on moving in or loss on moving out;205
2008;54 Mecklenbeck;Gain on moving in or loss on moving out;154
2008;56 Albachten;Gain on moving in or loss on moving out;26
2008;57 Roxel;Gain on moving in or loss on moving out;60
2008;58 Nienberge;Gain on moving in or loss on moving out;-28
2008;61 Coerde;Gain on moving in or loss on moving out;38
2008;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;33
2008;63 Kinderhaus-West;Gain on moving in or loss on moving out;23
2008;68 Sprakel;Gain on moving in or loss on moving out;-18
2008;71 Mauritz-Ost;Gain on moving in or loss on moving out;7
2008;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;10
2008;77 Handorf;Gain on moving in or loss on moving out;-2
2008;81 Gremmendorf-West;Gain on moving in or loss on moving out;-34
2008;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;11
2008;86 Angelmodde;Gain on moving in or loss on moving out;-19
2008;87 Wolbeck;Gain on moving in or loss on moving out;52
2008;91 Berg Fidel;Gain on moving in or loss on moving out;20
2008;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-24
2008;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;49
2008;97 Hiltrup-West;Gain on moving in or loss on moving out;37
2008;98 Amelsbueren;Gain on moving in or loss on moving out;7
2009;11 Aegidii;Gain on moving in or loss on moving out;11
2009;12 ueberwasser;Gain on moving in or loss on moving out;0
2009;13 Dom;Gain on moving in or loss on moving out;48
2009;14 Buddenturm;Gain on moving in or loss on moving out;29
2009;15 Martini;Gain on moving in or loss on moving out;-4
2009;21 Pluggendorf;Gain on moving in or loss on moving out;76
2009;22 Josef;Gain on moving in or loss on moving out;58
2009;23 Bahnhof;Gain on moving in or loss on moving out;-4
2009;24 Hansaplatz;Gain on moving in or loss on moving out;104
2009;25 Mauritz-West;Gain on moving in or loss on moving out;-3
2009;26 Schlachthof;Gain on moving in or loss on moving out;14
2009;27 Kreuz;Gain on moving in or loss on moving out;112
2009;28 Neutor;Gain on moving in or loss on moving out;133
2009;29 Schloss;Gain on moving in or loss on moving out;53
2009;31 Aaseestadt;Gain on moving in or loss on moving out;39
2009;32 Geist;Gain on moving in or loss on moving out;-23
2009;33 Schuetzenhof;Gain on moving in or loss on moving out;49
2009;34 Dueesberg;Gain on moving in or loss on moving out;115
2009;43 Hafen;Gain on moving in or loss on moving out;49
2009;44 Herz-Jesu;Gain on moving in or loss on moving out;43
2009;45 Mauritz-Mitte;Gain on moving in or loss on moving out;-8
2009;46 Rumphorst;Gain on moving in or loss on moving out;2
2009;47 Uppenberg;Gain on moving in or loss on moving out;170
2009;51 Gievenbeck;Gain on moving in or loss on moving out;376
2009;52 Sentrup;Gain on moving in or loss on moving out;179
2009;54 Mecklenbeck;Gain on moving in or loss on moving out;157
2009;56 Albachten;Gain on moving in or loss on moving out;18
2009;57 Roxel;Gain on moving in or loss on moving out;-61
2009;58 Nienberge;Gain on moving in or loss on moving out;92
2009;61 Coerde;Gain on moving in or loss on moving out;38
2009;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;15
2009;63 Kinderhaus-West;Gain on moving in or loss on moving out;25
2009;68 Sprakel;Gain on moving in or loss on moving out;2
2009;71 Mauritz-Ost;Gain on moving in or loss on moving out;37
2009;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;31
2009;77 Handorf;Gain on moving in or loss on moving out;36
2009;81 Gremmendorf-West;Gain on moving in or loss on moving out;-7
2009;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;13
2009;86 Angelmodde;Gain on moving in or loss on moving out;62
2009;87 Wolbeck;Gain on moving in or loss on moving out;-38
2009;91 Berg Fidel;Gain on moving in or loss on moving out;19
2009;95 Hiltrup-Ost;Gain on moving in or loss on moving out;27
2009;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;41
2009;97 Hiltrup-West;Gain on moving in or loss on moving out;38
2009;98 Amelsbueren;Gain on moving in or loss on moving out;-21
2010;11 Aegidii;Gain on moving in or loss on moving out;-3
2010;12 ueberwasser;Gain on moving in or loss on moving out;-24
2010;13 Dom;Gain on moving in or loss on moving out;38
2010;14 Buddenturm;Gain on moving in or loss on moving out;34
2010;15 Martini;Gain on moving in or loss on moving out;22
2010;21 Pluggendorf;Gain on moving in or loss on moving out;-18
2010;22 Josef;Gain on moving in or loss on moving out;31
2010;23 Bahnhof;Gain on moving in or loss on moving out;17
2010;24 Hansaplatz;Gain on moving in or loss on moving out;96
2010;25 Mauritz-West;Gain on moving in or loss on moving out;36
2010;26 Schlachthof;Gain on moving in or loss on moving out;-16
2010;27 Kreuz;Gain on moving in or loss on moving out;2
2010;28 Neutor;Gain on moving in or loss on moving out;95
2010;29 Schloss;Gain on moving in or loss on moving out;91
2010;31 Aaseestadt;Gain on moving in or loss on moving out;33
2010;32 Geist;Gain on moving in or loss on moving out;58
2010;33 Schuetzenhof;Gain on moving in or loss on moving out;18
2010;34 Dueesberg;Gain on moving in or loss on moving out;20
2010;43 Hafen;Gain on moving in or loss on moving out;-40
2010;44 Herz-Jesu;Gain on moving in or loss on moving out;29
2010;45 Mauritz-Mitte;Gain on moving in or loss on moving out;-18
2010;46 Rumphorst;Gain on moving in or loss on moving out;-16
2010;47 Uppenberg;Gain on moving in or loss on moving out;76
2010;51 Gievenbeck;Gain on moving in or loss on moving out;-105
2010;52 Sentrup;Gain on moving in or loss on moving out;166
2010;54 Mecklenbeck;Gain on moving in or loss on moving out;187
2010;56 Albachten;Gain on moving in or loss on moving out;-10
2010;57 Roxel;Gain on moving in or loss on moving out;-15
2010;58 Nienberge;Gain on moving in or loss on moving out;39
2010;61 Coerde;Gain on moving in or loss on moving out;18
2010;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-22
2010;63 Kinderhaus-West;Gain on moving in or loss on moving out;71
2010;68 Sprakel;Gain on moving in or loss on moving out;-16
2010;71 Mauritz-Ost;Gain on moving in or loss on moving out;-62
2010;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;45
2010;77 Handorf;Gain on moving in or loss on moving out;-17
2010;81 Gremmendorf-West;Gain on moving in or loss on moving out;-9
2010;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;-38
2010;86 Angelmodde;Gain on moving in or loss on moving out;28
2010;87 Wolbeck;Gain on moving in or loss on moving out;-2
2010;91 Berg Fidel;Gain on moving in or loss on moving out;4
2010;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-82
2010;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;-5
2010;97 Hiltrup-West;Gain on moving in or loss on moving out;-12
2010;98 Amelsbueren;Gain on moving in or loss on moving out;-16
2011;11 Aegidii;Gain on moving in or loss on moving out;-11
2011;12 ueberwasser;Gain on moving in or loss on moving out;-56
2011;13 Dom;Gain on moving in or loss on moving out;-54
2011;14 Buddenturm;Gain on moving in or loss on moving out;4
2011;15 Martini;Gain on moving in or loss on moving out;-19
2011;21 Pluggendorf;Gain on moving in or loss on moving out;-73
2011;22 Josef;Gain on moving in or loss on moving out;-137
2011;23 Bahnhof;Gain on moving in or loss on moving out;-18
2011;24 Hansaplatz;Gain on moving in or loss on moving out;-33
2011;25 Mauritz-West;Gain on moving in or loss on moving out;-66
2011;26 Schlachthof;Gain on moving in or loss on moving out;-16
2011;27 Kreuz;Gain on moving in or loss on moving out;-225
2011;28 Neutor;Gain on moving in or loss on moving out;32
2011;29 Schloss;Gain on moving in or loss on moving out;38
2011;31 Aaseestadt;Gain on moving in or loss on moving out;-65
2011;32 Geist;Gain on moving in or loss on moving out;-113
2011;33 Schuetzenhof;Gain on moving in or loss on moving out;-38
2011;34 Dueesberg;Gain on moving in or loss on moving out;-59
2011;43 Hafen;Gain on moving in or loss on moving out;17
2011;44 Herz-Jesu;Gain on moving in or loss on moving out;-28
2011;45 Mauritz-Mitte;Gain on moving in or loss on moving out;-161
2011;46 Rumphorst;Gain on moving in or loss on moving out;-128
2011;47 Uppenberg;Gain on moving in or loss on moving out;-45
2011;51 Gievenbeck;Gain on moving in or loss on moving out;152
2011;52 Sentrup;Gain on moving in or loss on moving out;-197
2011;54 Mecklenbeck;Gain on moving in or loss on moving out;-58
2011;56 Albachten;Gain on moving in or loss on moving out;-40
2011;57 Roxel;Gain on moving in or loss on moving out;-91
2011;58 Nienberge;Gain on moving in or loss on moving out;-71
2011;61 Coerde;Gain on moving in or loss on moving out;19
2011;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-80
2011;63 Kinderhaus-West;Gain on moving in or loss on moving out;96
2011;68 Sprakel;Gain on moving in or loss on moving out;-6
2011;71 Mauritz-Ost;Gain on moving in or loss on moving out;-79
2011;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;-7
2011;77 Handorf;Gain on moving in or loss on moving out;-117
2011;81 Gremmendorf-West;Gain on moving in or loss on moving out;-48
2011;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;-30
2011;86 Angelmodde;Gain on moving in or loss on moving out;-75
2011;87 Wolbeck;Gain on moving in or loss on moving out;-137
2011;91 Berg Fidel;Gain on moving in or loss on moving out;98
2011;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-124
2011;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;-68
2011;97 Hiltrup-West;Gain on moving in or loss on moving out;-27
2011;98 Amelsbueren;Gain on moving in or loss on moving out;1
2012;11 Aegidii;Gain on moving in or loss on moving out;20
2012;12 ueberwasser;Gain on moving in or loss on moving out;25
2012;13 Dom;Gain on moving in or loss on moving out;85
2012;14 Buddenturm;Gain on moving in or loss on moving out;27
2012;15 Martini;Gain on moving in or loss on moving out;43
2012;21 Pluggendorf;Gain on moving in or loss on moving out;25
2012;22 Josef;Gain on moving in or loss on moving out;47
2012;23 Bahnhof;Gain on moving in or loss on moving out;21
2012;24 Hansaplatz;Gain on moving in or loss on moving out;47
2012;25 Mauritz-West;Gain on moving in or loss on moving out;51
2012;26 Schlachthof;Gain on moving in or loss on moving out;32
2012;27 Kreuz;Gain on moving in or loss on moving out;58
2012;28 Neutor;Gain on moving in or loss on moving out;35
2012;29 Schloss;Gain on moving in or loss on moving out;52
2012;31 Aaseestadt;Gain on moving in or loss on moving out;40
2012;32 Geist;Gain on moving in or loss on moving out;78
2012;33 Schuetzenhof;Gain on moving in or loss on moving out;38
2012;34 Dueesberg;Gain on moving in or loss on moving out;53
2012;43 Hafen;Gain on moving in or loss on moving out;11
2012;44 Herz-Jesu;Gain on moving in or loss on moving out;36
2012;45 Mauritz-Mitte;Gain on moving in or loss on moving out;-30
2012;46 Rumphorst;Gain on moving in or loss on moving out;14
2012;47 Uppenberg;Gain on moving in or loss on moving out;67
2012;51 Gievenbeck;Gain on moving in or loss on moving out;227
2012;52 Sentrup;Gain on moving in or loss on moving out;194
2012;54 Mecklenbeck;Gain on moving in or loss on moving out;-142
2012;56 Albachten;Gain on moving in or loss on moving out;-10
2012;57 Roxel;Gain on moving in or loss on moving out;39
2012;58 Nienberge;Gain on moving in or loss on moving out;44
2012;61 Coerde;Gain on moving in or loss on moving out;58
2012;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;68
2012;63 Kinderhaus-West;Gain on moving in or loss on moving out;125
2012;68 Sprakel;Gain on moving in or loss on moving out;3
2012;71 Mauritz-Ost;Gain on moving in or loss on moving out;44
2012;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;9
2012;77 Handorf;Gain on moving in or loss on moving out;39
2012;81 Gremmendorf-West;Gain on moving in or loss on moving out;40
2012;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;-5
2012;86 Angelmodde;Gain on moving in or loss on moving out;-39
2012;87 Wolbeck;Gain on moving in or loss on moving out;-32
2012;91 Berg Fidel;Gain on moving in or loss on moving out;85
2012;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-37
2012;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;9
2012;97 Hiltrup-West;Gain on moving in or loss on moving out;50
2012;98 Amelsbueren;Gain on moving in or loss on moving out;2
2013;11 Aegidii;Gain on moving in or loss on moving out;-5
2013;12 ueberwasser;Gain on moving in or loss on moving out;7
2013;13 Dom;Gain on moving in or loss on moving out;41
2013;14 Buddenturm;Gain on moving in or loss on moving out;53
2013;15 Martini;Gain on moving in or loss on moving out;50
2013;21 Pluggendorf;Gain on moving in or loss on moving out;83
2013;22 Josef;Gain on moving in or loss on moving out;272
