ZEIT;RAUM;Reason;WERT
2011;44 Herz-Jesu;Other population gains or losses;286
2011;45 Mauritz-Mitte;Other population gains or losses;395
2011;46 Rumphorst;Other population gains or losses;262
2011;47 Uppenberg;Other population gains or losses;440
2011;51 Gievenbeck;Other population gains or losses;1312
2011;52 Sentrup;Other population gains or losses;1028
2011;54 Mecklenbeck;Other population gains or losses;461
2011;56 Albachten;Other population gains or losses;114
2011;57 Roxel;Other population gains or losses;273
2011;58 Nienberge;Other population gains or losses;283
2011;61 Coerde;Other population gains or losses;120
2011;62 Kinderhaus-Ost;Other population gains or losses;150
2011;63 Kinderhaus-West;Other population gains or losses;153
2011;68 Sprakel;Other population gains or losses;37
2011;71 Mauritz-Ost;Other population gains or losses;304
2011;76 Gelmer-Dyckburg;Other population gains or losses;85
2011;77 Handorf;Other population gains or losses;195
2011;81 Gremmendorf-West;Other population gains or losses;76
2011;82 Gremmendorf-Ost;Other population gains or losses;101
2011;86 Angelmodde;Other population gains or losses;136
2011;87 Wolbeck;Other population gains or losses;201
2011;91 Berg Fidel;Other population gains or losses;81
2011;95 Hiltrup-Ost;Other population gains or losses;160
2011;96 Hiltrup-Mitte;Other population gains or losses;195
2011;97 Hiltrup-West;Other population gains or losses;132
2011;98 Amelsbueren;Other population gains or losses;87
2012;11 Aegidii;Other population gains or losses;-17
2012;12 ueberwasser;Other population gains or losses;-13
2012;13 Dom;Other population gains or losses;-33
2012;14 Buddenturm;Other population gains or losses;-12
2012;15 Martini;Other population gains or losses;-10
2012;21 Pluggendorf;Other population gains or losses;-40
2012;22 Josef;Other population gains or losses;-55
2012;23 Bahnhof;Other population gains or losses;-10
2012;24 Hansaplatz;Other population gains or losses;-47
2012;25 Mauritz-West;Other population gains or losses;-30
2012;26 Schlachthof;Other population gains or losses;-43
2012;27 Kreuz;Other population gains or losses;-89
2012;28 Neutor;Other population gains or losses;-39
2012;29 Schloss;Other population gains or losses;-31
2012;31 Aaseestadt;Other population gains or losses;-31
2012;32 Geist;Other population gains or losses;-47
2012;33 Schuetzenhof;Other population gains or losses;-66
2012;34 Dueesberg;Other population gains or losses;-24
2012;43 Hafen;Other population gains or losses;-1
2012;44 Herz-Jesu;Other population gains or losses;-28
2012;45 Mauritz-Mitte;Other population gains or losses;-24
2012;46 Rumphorst;Other population gains or losses;-31
2012;47 Uppenberg;Other population gains or losses;-51
2012;51 Gievenbeck;Other population gains or losses;-92
2012;52 Sentrup;Other population gains or losses;-22
2012;54 Mecklenbeck;Other population gains or losses;-170
2012;56 Albachten;Other population gains or losses;-26
2012;57 Roxel;Other population gains or losses;-61
2012;58 Nienberge;Other population gains or losses;-32
2012;61 Coerde;Other population gains or losses;-76
2012;62 Kinderhaus-Ost;Other population gains or losses;-36
2012;63 Kinderhaus-West;Other population gains or losses;-114
2012;68 Sprakel;Other population gains or losses;-18
2012;71 Mauritz-Ost;Other population gains or losses;-33
2012;76 Gelmer-Dyckburg;Other population gains or losses;-22
2012;77 Handorf;Other population gains or losses;-24
2012;81 Gremmendorf-West;Other population gains or losses;-22
2012;82 Gremmendorf-Ost;Other population gains or losses;-11
2012;86 Angelmodde;Other population gains or losses;-53
2012;87 Wolbeck;Other population gains or losses;-22
2012;91 Berg Fidel;Other population gains or losses;-22
2012;95 Hiltrup-Ost;Other population gains or losses;-21
2012;96 Hiltrup-Mitte;Other population gains or losses;-48
2012;97 Hiltrup-West;Other population gains or losses;-25
2012;98 Amelsbueren;Other population gains or losses;-11
2013;11 Aegidii;Other population gains or losses;7
2013;12 ueberwasser;Other population gains or losses;6
2013;13 Dom;Other population gains or losses;6
2013;14 Buddenturm;Other population gains or losses;-6
2013;15 Martini;Other population gains or losses;-1
2013;21 Pluggendorf;Other population gains or losses;-2
2013;22 Josef;Other population gains or losses;-5
2013;23 Bahnhof;Other population gains or losses;11
2013;24 Hansaplatz;Other population gains or losses;16
2013;25 Mauritz-West;Other population gains or losses;11
2013;26 Schlachthof;Other population gains or losses;12
2013;27 Kreuz;Other population gains or losses;28
2013;28 Neutor;Other population gains or losses;-8
2013;29 Schloss;Other population gains or losses;-4
2013;31 Aaseestadt;Other population gains or losses;-21
2013;32 Geist;Other population gains or losses;23
2013;33 Schuetzenhof;Other population gains or losses;21
2013;34 Dueesberg;Other population gains or losses;-1
2013;43 Hafen;Other population gains or losses;-1
2013;44 Herz-Jesu;Other population gains or losses;14
2013;45 Mauritz-Mitte;Other population gains or losses;2
2013;46 Rumphorst;Other population gains or losses;11
2013;47 Uppenberg;Other population gains or losses;-9
2013;51 Gievenbeck;Other population gains or losses;26
2013;52 Sentrup;Other population gains or losses;-2
2013;54 Mecklenbeck;Other population gains or losses;13
2013;56 Albachten;Other population gains or losses;-9
2013;57 Roxel;Other population gains or losses;16
2013;58 Nienberge;Other population gains or losses;4
2013;61 Coerde;Other population gains or losses;-28
2013;62 Kinderhaus-Ost;Other population gains or losses;14
2013;63 Kinderhaus-West;Other population gains or losses;-50
2013;68 Sprakel;Other population gains or losses;4
2013;71 Mauritz-Ost;Other population gains or losses;-14
2013;76 Gelmer-Dyckburg;Other population gains or losses;-18
2013;77 Handorf;Other population gains or losses;5
2013;81 Gremmendorf-West;Other population gains or losses;-13
2013;82 Gremmendorf-Ost;Other population gains or losses;11
2013;86 Angelmodde;Other population gains or losses;23
2013;87 Wolbeck;Other population gains or losses;16
2013;91 Berg Fidel;Other population gains or losses;-1
2013;95 Hiltrup-Ost;Other population gains or losses;10
2013;96 Hiltrup-Mitte;Other population gains or losses;23
2013;97 Hiltrup-West;Other population gains or losses;-21
2013;98 Amelsbueren;Other population gains or losses;-6
2014;11 Aegidii;Other population gains or losses;-15
2014;12 ueberwasser;Other population gains or losses;-3
2014;13 Dom;Other population gains or losses;-18
2014;14 Buddenturm;Other population gains or losses;-8
2014;15 Martini;Other population gains or losses;-4
2014;21 Pluggendorf;Other population gains or losses;-27
2014;22 Josef;Other population gains or losses;-13
2014;23 Bahnhof;Other population gains or losses;-16
2014;24 Hansaplatz;Other population gains or losses;-9
2014;25 Mauritz-West;Other population gains or losses;-27
2014;26 Schlachthof;Other population gains or losses;-25
2014;27 Kreuz;Other population gains or losses;-33
2014;28 Neutor;Other population gains or losses;-45
2014;29 Schloss;Other population gains or losses;-28
2014;31 Aaseestadt;Other population gains or losses;-17
2014;32 Geist;Other population gains or losses;-19
2014;33 Schuetzenhof;Other population gains or losses;-1
2014;34 Dueesberg;Other population gains or losses;-8
2014;43 Hafen;Other population gains or losses;-8
2014;44 Herz-Jesu;Other population gains or losses;-4
2014;45 Mauritz-Mitte;Other population gains or losses;-46
2014;46 Rumphorst;Other population gains or losses;-39
2014;47 Uppenberg;Other population gains or losses;-15
2014;51 Gievenbeck;Other population gains or losses;-134
2014;52 Sentrup;Other population gains or losses;-55
2014;54 Mecklenbeck;Other population gains or losses;-36
2014;56 Albachten;Other population gains or losses;-8
2014;57 Roxel;Other population gains or losses;-30
2014;58 Nienberge;Other population gains or losses;-29
2014;61 Coerde;Other population gains or losses;-44
2014;62 Kinderhaus-Ost;Other population gains or losses;-25
2014;63 Kinderhaus-West;Other population gains or losses;-43
2014;68 Sprakel;Other population gains or losses;-8
2014;71 Mauritz-Ost;Other population gains or losses;-4
2014;76 Gelmer-Dyckburg;Other population gains or losses;-29
2014;77 Handorf;Other population gains or losses;-24
2014;81 Gremmendorf-West;Other population gains or losses;-14
2014;82 Gremmendorf-Ost;Other population gains or losses;-21
2014;86 Angelmodde;Other population gains or losses;-16
2014;87 Wolbeck;Other population gains or losses;-1
2014;91 Berg Fidel;Other population gains or losses;-11
2014;95 Hiltrup-Ost;Other population gains or losses;-12
2014;96 Hiltrup-Mitte;Other population gains or losses;-15
2014;97 Hiltrup-West;Other population gains or losses;-10
2014;98 Amelsbueren;Other population gains or losses;-17
2015;11 Aegidii;Other population gains or losses;-13
2015;12 ueberwasser;Other population gains or losses;-6
2015;13 Dom;Other population gains or losses;-7
2015;14 Buddenturm;Other population gains or losses;3
2015;15 Martini;Other population gains or losses;2
2015;21 Pluggendorf;Other population gains or losses;-10
2015;22 Josef;Other population gains or losses;-14
2015;23 Bahnhof;Other population gains or losses;-27
2015;24 Hansaplatz;Other population gains or losses;-32
2015;25 Mauritz-West;Other population gains or losses;-19
2015;26 Schlachthof;Other population gains or losses;-3
2015;27 Kreuz;Other population gains or losses;-41
2015;28 Neutor;Other population gains or losses;-21
2015;29 Schloss;Other population gains or losses;-9
2015;31 Aaseestadt;Other population gains or losses;-3
2015;32 Geist;Other population gains or losses;4
2015;33 Schuetzenhof;Other population gains or losses;12
2015;34 Dueesberg;Other population gains or losses;-5
2015;43 Hafen;Other population gains or losses;-13
2015;44 Herz-Jesu;Other population gains or losses;-12
2015;45 Mauritz-Mitte;Other population gains or losses;-4
2015;46 Rumphorst;Other population gains or losses;-34
2015;47 Uppenberg;Other population gains or losses;-16
2015;51 Gievenbeck;Other population gains or losses;3
2015;52 Sentrup;Other population gains or losses;-27
2015;54 Mecklenbeck;Other population gains or losses;3
2015;56 Albachten;Other population gains or losses;0
2015;57 Roxel;Other population gains or losses;-4
2015;58 Nienberge;Other population gains or losses;-12
2015;61 Coerde;Other population gains or losses;-5
2015;62 Kinderhaus-Ost;Other population gains or losses;-5
2015;63 Kinderhaus-West;Other population gains or losses;-25
2015;68 Sprakel;Other population gains or losses;-3
2015;71 Mauritz-Ost;Other population gains or losses;-3
2015;76 Gelmer-Dyckburg;Other population gains or losses;-45
2015;77 Handorf;Other population gains or losses;-17
2015;81 Gremmendorf-West;Other population gains or losses;-27
2015;82 Gremmendorf-Ost;Other population gains or losses;-4
2015;86 Angelmodde;Other population gains or losses;-16
2015;87 Wolbeck;Other population gains or losses;-11
2015;91 Berg Fidel;Other population gains or losses;15
2015;95 Hiltrup-Ost;Other population gains or losses;-7
2015;96 Hiltrup-Mitte;Other population gains or losses;-6
2015;97 Hiltrup-West;Other population gains or losses;3
2015;98 Amelsbueren;Other population gains or losses;18
2016;11 Aegidii;Other population gains or losses;1
2016;12 ueberwasser;Other population gains or losses;-1
2016;13 Dom;Other population gains or losses;-15
2016;14 Buddenturm;Other population gains or losses;-17
2016;15 Martini;Other population gains or losses;-30
2016;21 Pluggendorf;Other population gains or losses;-17
2016;22 Josef;Other population gains or losses;-49
2016;23 Bahnhof;Other population gains or losses;-29
2016;24 Hansaplatz;Other population gains or losses;-28
2016;25 Mauritz-West;Other population gains or losses;-31
2016;26 Schlachthof;Other population gains or losses;-59
2016;27 Kreuz;Other population gains or losses;-22
2016;28 Neutor;Other population gains or losses;-28
2016;29 Schloss;Other population gains or losses;-6
2016;31 Aaseestadt;Other population gains or losses;0
2016;32 Geist;Other population gains or losses;-37
2016;33 Schuetzenhof;Other population gains or losses;-32
2016;34 Dueesberg;Other population gains or losses;-20
2016;43 Hafen;Other population gains or losses;3
2016;44 Herz-Jesu;Other population gains or losses;-16
2016;45 Mauritz-Mitte;Other population gains or losses;-21
2016;46 Rumphorst;Other population gains or losses;-32
2016;47 Uppenberg;Other population gains or losses;-31
2016;51 Gievenbeck;Other population gains or losses;-84
2016;52 Sentrup;Other population gains or losses;-51
2016;54 Mecklenbeck;Other population gains or losses;-39
2016;56 Albachten;Other population gains or losses;-36
2016;57 Roxel;Other population gains or losses;-24
2016;58 Nienberge;Other population gains or losses;-27
2016;61 Coerde;Other population gains or losses;-3
2016;62 Kinderhaus-Ost;Other population gains or losses;-2
2016;63 Kinderhaus-West;Other population gains or losses;38
2016;68 Sprakel;Other population gains or losses;-33
2016;71 Mauritz-Ost;Other population gains or losses;-6
2016;76 Gelmer-Dyckburg;Other population gains or losses;11
2016;77 Handorf;Other population gains or losses;-26
2016;81 Gremmendorf-West;Other population gains or losses;-65
2016;82 Gremmendorf-Ost;Other population gains or losses;-22
2016;86 Angelmodde;Other population gains or losses;-47
2016;87 Wolbeck;Other population gains or losses;13
2016;91 Berg Fidel;Other population gains or losses;-16
2016;95 Hiltrup-Ost;Other population gains or losses;-7
2016;96 Hiltrup-Mitte;Other population gains or losses;3
2016;97 Hiltrup-West;Other population gains or losses;-21
2016;98 Amelsbueren;Other population gains or losses;-15
2017;11 Aegidii;Other population gains or losses;-4
2017;12 ueberwasser;Other population gains or losses;-1
2017;13 Dom;Other population gains or losses;-5
2017;14 Buddenturm;Other population gains or losses;-23
2017;15 Martini;Other population gains or losses;-19
2017;21 Pluggendorf;Other population gains or losses;-33
2017;22 Josef;Other population gains or losses;-52
2017;23 Bahnhof;Other population gains or losses;-31
2017;24 Hansaplatz;Other population gains or losses;-66
2017;25 Mauritz-West;Other population gains or losses;-32
2017;26 Schlachthof;Other population gains or losses;-22
2017;27 Kreuz;Other population gains or losses;-63
2017;28 Neutor;Other population gains or losses;-58
2017;29 Schloss;Other population gains or losses;-16
2017;31 Aaseestadt;Other population gains or losses;1
2017;32 Geist;Other population gains or losses;-19
2017;33 Schuetzenhof;Other population gains or losses;-37
2017;34 Dueesberg;Other population gains or losses;-37
2017;43 Hafen;Other population gains or losses;-12
2017;44 Herz-Jesu;Other population gains or losses;-28
2017;45 Mauritz-Mitte;Other population gains or losses;-40
2017;46 Rumphorst;Other population gains or losses;-12
2017;47 Uppenberg;Other population gains or losses;-33
2017;51 Gievenbeck;Other population gains or losses;-174
2017;52 Sentrup;Other population gains or losses;-36
2017;54 Mecklenbeck;Other population gains or losses;-24
2017;56 Albachten;Other population gains or losses;-19
2017;57 Roxel;Other population gains or losses;-30
2017;58 Nienberge;Other population gains or losses;-17
2017;61 Coerde;Other population gains or losses;-72
2017;62 Kinderhaus-Ost;Other population gains or losses;-6
2017;63 Kinderhaus-West;Other population gains or losses;-3
2017;68 Sprakel;Other population gains or losses;2
2017;71 Mauritz-Ost;Other population gains or losses;-32
2017;76 Gelmer-Dyckburg;Other population gains or losses;5
2017;77 Handorf;Other population gains or losses;-3
2017;81 Gremmendorf-West;Other population gains or losses;-75
2017;82 Gremmendorf-Ost;Other population gains or losses;-34
2017;86 Angelmodde;Other population gains or losses;-22
2017;87 Wolbeck;Other population gains or losses;41
2017;91 Berg Fidel;Other population gains or losses;-31
2017;95 Hiltrup-Ost;Other population gains or losses;-12
2017;96 Hiltrup-Mitte;Other population gains or losses;-17
2017;97 Hiltrup-West;Other population gains or losses;-16
2017;98 Amelsbueren;Other population gains or losses;7
2018;11 Aegidii;Other population gains or losses;-2
2018;12 ueberwasser;Other population gains or losses;-2
2018;13 Dom;Other population gains or losses;-7
2018;14 Buddenturm;Other population gains or losses;-7
2018;15 Martini;Other population gains or losses;7
2018;21 Pluggendorf;Other population gains or losses;-12
2018;22 Josef;Other population gains or losses;-21
2018;23 Bahnhof;Other population gains or losses;-34
2018;24 Hansaplatz;Other population gains or losses;-35
2018;25 Mauritz-West;Other population gains or losses;-25
2018;26 Schlachthof;Other population gains or losses;-29
2018;27 Kreuz;Other population gains or losses;-20
2018;28 Neutor;Other population gains or losses;-7
2018;29 Schloss;Other population gains or losses;-14
2018;31 Aaseestadt;Other population gains or losses;6
2018;32 Geist;Other population gains or losses;-43
2018;33 Schuetzenhof;Other population gains or losses;-7
2018;34 Dueesberg;Other population gains or losses;-45
2018;43 Hafen;Other population gains or losses;0
2018;44 Herz-Jesu;Other population gains or losses;5
2018;45 Mauritz-Mitte;Other population gains or losses;-20
2018;46 Rumphorst;Other population gains or losses;-11
2018;47 Uppenberg;Other population gains or losses;-9
2018;51 Gievenbeck;Other population gains or losses;-34
2018;52 Sentrup;Other population gains or losses;-31
2018;54 Mecklenbeck;Other population gains or losses;-27
2018;56 Albachten;Other population gains or losses;-7
2018;57 Roxel;Other population gains or losses;-11
2018;58 Nienberge;Other population gains or losses;-50
2018;61 Coerde;Other population gains or losses;-34
2018;62 Kinderhaus-Ost;Other population gains or losses;-13
2018;63 Kinderhaus-West;Other population gains or losses;-7
2018;68 Sprakel;Other population gains or losses;-8
2018;71 Mauritz-Ost;Other population gains or losses;0
2018;76 Gelmer-Dyckburg;Other population gains or losses;8
2018;77 Handorf;Other population gains or losses;-13
2018;81 Gremmendorf-West;Other population gains or losses;-302
2018;82 Gremmendorf-Ost;Other population gains or losses;0
2018;86 Angelmodde;Other population gains or losses;-17
2018;87 Wolbeck;Other population gains or losses;6
2018;91 Berg Fidel;Other population gains or losses;-23
2018;95 Hiltrup-Ost;Other population gains or losses;-5
2018;96 Hiltrup-Mitte;Other population gains or losses;-14
2018;97 Hiltrup-West;Other population gains or losses;-31
2018;98 Amelsbueren;Other population gains or losses;-13
2019;11 Aegidii;Other population gains or losses;-13
2019;12 ueberwasser;Other population gains or losses;-4
2019;13 Dom;Other population gains or losses;-13
2019;14 Buddenturm;Other population gains or losses;-17
2019;15 Martini;Other population gains or losses;-9
2019;21 Pluggendorf;Other population gains or losses;-36
2019;22 Josef;Other population gains or losses;-53
2019;23 Bahnhof;Other population gains or losses;-18
2019;24 Hansaplatz;Other population gains or losses;-35
2019;25 Mauritz-West;Other population gains or losses;1
2019;26 Schlachthof;Other population gains or losses;-78
2019;27 Kreuz;Other population gains or losses;-42
2019;28 Neutor;Other population gains or losses;-62
2019;29 Schloss;Other population gains or losses;-9
2019;31 Aaseestadt;Other population gains or losses;-34
2019;32 Geist;Other population gains or losses;12
2019;33 Schuetzenhof;Other population gains or losses;-27
2019;34 Dueesberg;Other population gains or losses;-22
2019;43 Hafen;Other population gains or losses;-7
2019;44 Herz-Jesu;Other population gains or losses;-19
2019;45 Mauritz-Mitte;Other population gains or losses;-39
2019;46 Rumphorst;Other population gains or losses;-10
2019;47 Uppenberg;Other population gains or losses;-54
2019;51 Gievenbeck;Other population gains or losses;-119
2019;52 Sentrup;Other population gains or losses;-31
2019;54 Mecklenbeck;Other population gains or losses;-34
2019;56 Albachten;Other population gains or losses;-10
2019;57 Roxel;Other population gains or losses;-49
2019;58 Nienberge;Other population gains or losses;-10
2019;61 Coerde;Other population gains or losses;-68
2019;62 Kinderhaus-Ost;Other population gains or losses;-24
2019;63 Kinderhaus-West;Other population gains or losses;-32
2019;68 Sprakel;Other population gains or losses;-12
2019;71 Mauritz-Ost;Other population gains or losses;-42
2019;76 Gelmer-Dyckburg;Other population gains or losses;2
2019;77 Handorf;Other population gains or losses;-19
2019;81 Gremmendorf-West;Other population gains or losses;-104
2019;82 Gremmendorf-Ost;Other population gains or losses;-22
2019;86 Angelmodde;Other population gains or losses;-44
2019;87 Wolbeck;Other population gains or losses;-38
2019;91 Berg Fidel;Other population gains or losses;-3
2019;95 Hiltrup-Ost;Other population gains or losses;-7
2019;96 Hiltrup-Mitte;Other population gains or losses;-37
2019;97 Hiltrup-West;Other population gains or losses;-29
2019;98 Amelsbueren;Other population gains or losses;-1
2020;11 Aegidii;Other population gains or losses;-8
2020;12 ueberwasser;Other population gains or losses;-8
2020;13 Dom;Other population gains or losses;-16
2020;14 Buddenturm;Other population gains or losses;-11
2020;15 Martini;Other population gains or losses;-8
2020;21 Pluggendorf;Other population gains or losses;-7
2020;22 Josef;Other population gains or losses;-38
2020;23 Bahnhof;Other population gains or losses;-45
2020;24 Hansaplatz;Other population gains or losses;-40
2020;25 Mauritz-West;Other population gains or losses;-18
2020;26 Schlachthof;Other population gains or losses;-46
2020;27 Kreuz;Other population gains or losses;-27
2020;28 Neutor;Other population gains or losses;-18
2020;29 Schloss;Other population gains or losses;-13
2020;31 Aaseestadt;Other population gains or losses;-6
2020;32 Geist;Other population gains or losses;-23
2020;33 Schuetzenhof;Other population gains or losses;-23
2020;34 Dueesberg;Other population gains or losses;-37
2020;43 Hafen;Other population gains or losses;1
2020;44 Herz-Jesu;Other population gains or losses;-10
2020;45 Mauritz-Mitte;Other population gains or losses;-16
2020;46 Rumphorst;Other population gains or losses;-5
2020;47 Uppenberg;Other population gains or losses;-31
2020;51 Gievenbeck;Other population gains or losses;-105
2020;52 Sentrup;Other population gains or losses;-49
2020;54 Mecklenbeck;Other population gains or losses;-16
2020;56 Albachten;Other population gains or losses;-11
2020;57 Roxel;Other population gains or losses;-20
2020;58 Nienberge;Other population gains or losses;-33
2020;61 Coerde;Other population gains or losses;-31
2020;62 Kinderhaus-Ost;Other population gains or losses;-26
2020;63 Kinderhaus-West;Other population gains or losses;-18
2020;68 Sprakel;Other population gains or losses;-7
2020;71 Mauritz-Ost;Other population gains or losses;-36
2020;76 Gelmer-Dyckburg;Other population gains or losses;-8
2020;77 Handorf;Other population gains or losses;-21
2020;81 Gremmendorf-West;Other population gains or losses;-139
2020;82 Gremmendorf-Ost;Other population gains or losses;-18
2020;86 Angelmodde;Other population gains or losses;-12
2020;87 Wolbeck;Other population gains or losses;-20
2020;91 Berg Fidel;Other population gains or losses;-6
2020;95 Hiltrup-Ost;Other population gains or losses;-6
2020;96 Hiltrup-Mitte;Other population gains or losses;-17
2020;97 Hiltrup-West;Other population gains or losses;-17
2020;98 Amelsbueren;Other population gains or losses;-17
2004;11 Aegidii;Relocation gain or loss;13
2004;12 ueberwasser;Relocation gain or loss;8
2004;13 Dom;Relocation gain or loss;-38
2004;14 Buddenturm;Relocation gain or loss;20
2004;15 Martini;Relocation gain or loss;-19
2004;21 Pluggendorf;Relocation gain or loss;-7
2004;22 Josef;Relocation gain or loss;-23
2004;23 Bahnhof;Relocation gain or loss;-14
2004;24 Hansaplatz;Relocation gain or loss;3
2004;25 Mauritz-West;Relocation gain or loss;-53
2004;26 Schlachthof;Relocation gain or loss;32
2004;27 Kreuz;Relocation gain or loss;-91
2004;28 Neutor;Relocation gain or loss;-108
2004;29 Schloss;Relocation gain or loss;-47
2004;31 Aaseestadt;Relocation gain or loss;13
2004;32 Geist;Relocation gain or loss;11
2004;33 Schuetzenhof;Relocation gain or loss;-42
2004;34 Dueesberg;Relocation gain or loss;41
2004;43 Hafen;Relocation gain or loss;-30
2004;44 Herz-Jesu;Relocation gain or loss;116
2004;45 Mauritz-Mitte;Relocation gain or loss;-37
2004;46 Rumphorst;Relocation gain or loss;9
2004;47 Uppenberg;Relocation gain or loss;3
2004;51 Gievenbeck;Relocation gain or loss;323
2004;52 Sentrup;Relocation gain or loss;-112
2004;54 Mecklenbeck;Relocation gain or loss;-10
2004;56 Albachten;Relocation gain or loss;24
2004;57 Roxel;Relocation gain or loss;-11
2004;58 Nienberge;Relocation gain or loss;-81
2004;61 Coerde;Relocation gain or loss;-60
2004;62 Kinderhaus-Ost;Relocation gain or loss;7
2004;63 Kinderhaus-West;Relocation gain or loss;-36
2004;68 Sprakel;Relocation gain or loss;15
2004;71 Mauritz-Ost;Relocation gain or loss;-18
2004;76 Gelmer-Dyckburg;Relocation gain or loss;-18
2004;77 Handorf;Relocation gain or loss;87
2004;81 Gremmendorf-West;Relocation gain or loss;49
2004;82 Gremmendorf-Ost;Relocation gain or loss;-37
2004;86 Angelmodde;Relocation gain or loss;2
2004;87 Wolbeck;Relocation gain or loss;-13
2004;91 Berg Fidel;Relocation gain or loss;32
2004;95 Hiltrup-Ost;Relocation gain or loss;-26
2004;96 Hiltrup-Mitte;Relocation gain or loss;-5
2004;97 Hiltrup-West;Relocation gain or loss;-30
2004;98 Amelsbueren;Relocation gain or loss;158
2005;11 Aegidii;Relocation gain or loss;11
2005;12 ueberwasser;Relocation gain or loss;14
2005;13 Dom;Relocation gain or loss;14
2005;14 Buddenturm;Relocation gain or loss;-25
2005;15 Martini;Relocation gain or loss;-8
2005;21 Pluggendorf;Relocation gain or loss;26
2005;22 Josef;Relocation gain or loss;-50
2005;23 Bahnhof;Relocation gain or loss;-21
2005;24 Hansaplatz;Relocation gain or loss;-57
2005;25 Mauritz-West;Relocation gain or loss;-39
2005;26 Schlachthof;Relocation gain or loss;-15
2005;27 Kreuz;Relocation gain or loss;64
2005;28 Neutor;Relocation gain or loss;-160
2005;29 Schloss;Relocation gain or loss;-47
2005;31 Aaseestadt;Relocation gain or loss;-39
2005;32 Geist;Relocation gain or loss;-5
2005;33 Schuetzenhof;Relocation gain or loss;-84
2005;34 Dueesberg;Relocation gain or loss;-3
2005;43 Hafen;Relocation gain or loss;17
2005;44 Herz-Jesu;Relocation gain or loss;51
2005;45 Mauritz-Mitte;Relocation gain or loss;1
2005;46 Rumphorst;Relocation gain or loss;-13
2005;47 Uppenberg;Relocation gain or loss;65
2005;51 Gievenbeck;Relocation gain or loss;61
2005;52 Sentrup;Relocation gain or loss;-130
2005;54 Mecklenbeck;Relocation gain or loss;-108
2005;56 Albachten;Relocation gain or loss;75
2005;57 Roxel;Relocation gain or loss;128
2005;58 Nienberge;Relocation gain or loss;-85
2005;61 Coerde;Relocation gain or loss;-1
2005;62 Kinderhaus-Ost;Relocation gain or loss;-40
2005;63 Kinderhaus-West;Relocation gain or loss;-165
2005;68 Sprakel;Relocation gain or loss;6
2005;71 Mauritz-Ost;Relocation gain or loss;76
2005;76 Gelmer-Dyckburg;Relocation gain or loss;18
2005;77 Handorf;Relocation gain or loss;24
2005;81 Gremmendorf-West;Relocation gain or loss;43
2005;82 Gremmendorf-Ost;Relocation gain or loss;113
2005;86 Angelmodde;Relocation gain or loss;24
2005;87 Wolbeck;Relocation gain or loss;67
2005;91 Berg Fidel;Relocation gain or loss;-49
2005;95 Hiltrup-Ost;Relocation gain or loss;-121
2005;96 Hiltrup-Mitte;Relocation gain or loss;48
2005;97 Hiltrup-West;Relocation gain or loss;22
2005;98 Amelsbueren;Relocation gain or loss;297
2006;11 Aegidii;Relocation gain or loss;48
2006;12 ueberwasser;Relocation gain or loss;-64
2006;13 Dom;Relocation gain or loss;-50
2006;14 Buddenturm;Relocation gain or loss;3
2006;15 Martini;Relocation gain or loss;-15
2006;21 Pluggendorf;Relocation gain or loss;-192
2006;22 Josef;Relocation gain or loss;7
2006;23 Bahnhof;Relocation gain or loss;-27
2006;24 Hansaplatz;Relocation gain or loss;34
2006;25 Mauritz-West;Relocation gain or loss;59
2006;26 Schlachthof;Relocation gain or loss;104
2006;27 Kreuz;Relocation gain or loss;-16
2006;28 Neutor;Relocation gain or loss;-30
2006;29 Schloss;Relocation gain or loss;-39
2006;31 Aaseestadt;Relocation gain or loss;-27
2006;32 Geist;Relocation gain or loss;-70
2006;33 Schuetzenhof;Relocation gain or loss;29
2006;34 Dueesberg;Relocation gain or loss;27
2006;43 Hafen;Relocation gain or loss;1
2006;44 Herz-Jesu;Relocation gain or loss;52
2006;45 Mauritz-Mitte;Relocation gain or loss;-12
2006;46 Rumphorst;Relocation gain or loss;-99
2006;47 Uppenberg;Relocation gain or loss;7
2006;51 Gievenbeck;Relocation gain or loss;49
2006;52 Sentrup;Relocation gain or loss;-183
2006;54 Mecklenbeck;Relocation gain or loss;-72
2006;56 Albachten;Relocation gain or loss;135
2006;57 Roxel;Relocation gain or loss;155
2006;58 Nienberge;Relocation gain or loss;-37
2006;61 Coerde;Relocation gain or loss;-73
2006;62 Kinderhaus-Ost;Relocation gain or loss;-17
2006;63 Kinderhaus-West;Relocation gain or loss;-167
2006;68 Sprakel;Relocation gain or loss;86
2006;71 Mauritz-Ost;Relocation gain or loss;149
2006;76 Gelmer-Dyckburg;Relocation gain or loss;40
2006;77 Handorf;Relocation gain or loss;95
2006;81 Gremmendorf-West;Relocation gain or loss;-1
2006;82 Gremmendorf-Ost;Relocation gain or loss;49
2006;86 Angelmodde;Relocation gain or loss;-71
2006;87 Wolbeck;Relocation gain or loss;-1
2006;91 Berg Fidel;Relocation gain or loss;-66
2006;95 Hiltrup-Ost;Relocation gain or loss;-64
2006;96 Hiltrup-Mitte;Relocation gain or loss;48
2006;97 Hiltrup-West;Relocation gain or loss;38
2006;98 Amelsbueren;Relocation gain or loss;178
2007;11 Aegidii;Relocation gain or loss;27
2007;12 ueberwasser;Relocation gain or loss;-16
2007;13 Dom;Relocation gain or loss;-17
2007;14 Buddenturm;Relocation gain or loss;34
